"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"SLC9A3R1",502.415878913041,-2.04869037866304,0.351876151266409,-5.82219161852761,5.80809023629008e-09,2.78383440436029e-07,"SLC9A3R1"
"SLC9A3R2",484.192080344314,-5.61629711575825,0.42303825983903,-13.2760973390333,3.18569847672492e-40,1.58799104818545e-36,"SLC9A3R2"
"SLC9A4",263.544329100707,-2.31699088676953,0.579811983842477,-3.99610727500763,6.43925636829812e-05,0.000763331347963711,"SLC9A4"
"SLC9C1",28.3457230879861,2.96467158391748,1.07834711196416,2.74927391284748,0.00597274509944332,0.0275864175440816,"SLC9C1"
"SLCO5A1",96.5424398767477,3.8997409940705,0.820183294371626,4.75471887909914,1.9872274139346e-06,4.14469951950231e-05,"SLCO5A1"
"SLF1",253.771581019462,1.51524520687593,0.488997282404957,3.09867817551815,0.00194386046525931,0.0116113342770537,"SLF1"
"SLFN12",279.235052195456,1.2245704779744,0.394543525260176,3.10376523646377,0.00191074880712555,0.0114512835783818,"SLFN12"
"SLFN13",217.164881958524,0.935677110205723,0.337332018735348,2.77375718354149,0.00554130210069827,0.0259849535714541,"SLFN13"
"SLX1A",473.541326638289,-3.05792031099809,0.733989660592199,-4.16616265211541,3.09769726224828e-05,0.000415366413664885,"SLX1A"
"SLX4",295.864056341717,-1.18402811777422,0.449414816596839,-2.63459964836093,0.00842365738609788,0.0362215450984269,"SLX4"
"SLX4IP",374.736126215381,1.16028849565512,0.419429651498261,2.76634828155428,0.00566879559864699,0.026470753030778,"SLX4IP"
"SMAD6",486.748337351072,-2.02107471805413,0.288170160469209,-7.01347674153127,2.32467625800802e-12,2.50549837342821e-10,"SMAD6"
"SMAD7",560.106894850121,-1.40165718545956,0.389432110405426,-3.5992337252322,0.000319156244893242,0.00277888924319928,"SMAD7"
"SMAP2",1514.19651593921,1.00847258224016,0.359694198940519,2.80369431925959,0.00505207782623202,0.024179879927326,"SMAP2"
"SMARCA4",1322.46229941551,-1.59910981486726,0.257824901673963,-6.20230941419865,5.56405467682459e-10,3.48873227047816e-08,"SMARCA4"
"SMARCA5",2234.37105714669,0.752017893856112,0.260536683370007,2.88641846564124,0.00389653692623984,0.0199366306831655,"SMARCA5"
"SMARCAD1",870.38289998407,1.57767649036001,0.514367324647097,3.06721755982934,0.00216061538343842,0.0125782511329573,"SMARCAD1"
"SMARCC2",2134.35300793192,-2.48991741776614,0.556460153019782,-4.47456552684667,7.65668433810107e-06,0.00013240817781214,"SMARCC2"
"SMARCD2",612.565930743622,-1.46394460647461,0.56595228047306,-2.58669265410672,0.00969019829209653,0.0403704270259324,"SMARCD2"
"SMARCD3",109.293308614204,-2.28188372841997,0.510773546379067,-4.4675056971852,7.91369044428179e-06,0.000136497468657902,"SMARCD3"
"SMC5",1536.02703139397,1.0379243124782,0.357860302866733,2.9003616890827,0.00372732292633366,0.0192536507326857,"SMC5"
"SMC6",990.876467504444,1.76486880541838,0.39183451046728,4.50411783105499,6.66492205648224e-06,0.000117811951138475,"SMC6"
"SMCHD1",5156.18057230857,2.31578690781559,0.425581652452246,5.4414632173915,5.28447053663095e-08,1.86821024875682e-06,"SMCHD1"
"SMG1",6047.79553716293,1.02126707243715,0.343358990581764,2.97434201651974,0.00293617606810852,0.0159870056313533,"SMG1"
"SMG1P3",3385.45685530069,2.24393709615496,0.665118064208993,3.37374252317687,0.000741536926760093,0.00540603465545502,"SMG1P3"
"SMG1P7",1259.73893258275,-4.01897713343999,0.751124680287617,-5.35061253998612,8.76570200047365e-08,2.82357564115419e-06,"SMG1P7"
"SMIM10",179.016801450712,-2.41598898950026,0.676849541966492,-3.56946239851318,0.000357714554436331,0.0030338028502365,"SMIM10"
"SMIM18",14.4941560153441,3.29829422042841,1.31061430187171,2.51660173074417,0.0118492687070762,0.0469520208168507,"SMIM18"
"SMIM29",54.1572204538821,-3.17013553537422,1.05174964777791,-3.01415412125113,0.00257696859529251,0.0144413088312359,"SMIM29"
"SMIM38",60.8223893053071,-2.54057712107443,0.907750239560968,-2.79876227000852,0.00512988903231699,0.0244607492753695,"SMIM38"
"SMKR1",9.34622791298746,6.13842660352502,1.59285542163492,3.85372490192768,0.000116334302450072,0.00123055154193739,"SMKR1"
"SMPDL3A",236.120755300913,1.9769323609212,0.552481880416872,3.57827547109694,0.000345868811189342,0.00296104689837024,"SMPDL3A"
"SMTN",632.923539662213,-2.11801939586854,0.377583268681254,-5.60941008659078,2.03017439164582e-08,8.25981504014246e-07,"SMTN"
"SNAP25",2201.46936364496,-1.80088904004762,0.498482279175421,-3.61274435477749,0.000302973371462082,0.0026635740976995,"SNAP25"
"SNAP91",9.34869092748589,-7.23975436848104,2.29499605711903,-3.15458248654654,0.00160727935799188,0.00997744181787053,"SNAP91"
"SNAPC2",131.586142393133,-2.15483256411236,0.673185912207021,-3.20094720498206,0.00136976627394275,0.00881086132259054,"SNAPC2"
"SNCG",132.795235476402,-2.74443937772468,0.847473047387998,-3.23837954042707,0.00120210772769052,0.00793669734517259,"SNCG"
"SNHG32",387.982338392211,-2.29128716555433,0.666556100259682,-3.43750085650956,0.00058710886267617,0.00450591363083147,"SNHG32"
"SNPH",126.181685203838,-1.17130570034723,0.450119209397633,-2.60221220488395,0.00926245197346042,0.0390369963852943,"SNPH"
"SNRK",1541.25458472042,1.34593758621548,0.306123173835178,4.3967190374818,1.09899452447522e-05,0.000178443418758236,"SNRK"
"SNRNP40",367.632697948942,1.24866876169741,0.357109861820687,3.49659557238548,0.000471235658409764,0.00377955261183922,"SNRNP40"
"SNRNP48",405.083292347323,0.643511902230135,0.255280846265757,2.52079978440769,0.0117088453130611,0.0464879862001445,"SNRNP48"
"SNRNP70",3776.86004497505,-2.86853666330746,0.379609941763347,-7.55653724447432,4.13941410581108e-14,6.93577965174514e-12,"SNRNP70"
"SNRPA",231.15300448422,-1.77790840482521,0.505563638544642,-3.51668567372299,0.000436970916796853,0.0035584642781394,"SNRPA"
"SNTA1",294.924673347446,-1.89244454780508,0.454366850730326,-4.16501455764932,3.11332698459107e-05,0.000416901455646483,"SNTA1"
"SNX1",3344.50059640748,-1.3321545229164,0.309426559657918,-4.30523651359839,1.6680742388546e-05,0.000248950091680552,"SNX1"
"SNX10",581.038158782914,1.73022749012488,0.49560591769625,3.49113565505349,0.000480971976555129,0.00384526874119195,"SNX10"
"SNX12",462.543201374067,-1.88996852916589,0.451868980871282,-4.18255868221293,2.88246583928025e-05,0.000391508762734393,"SNX12"
"SNX13",2243.16358289446,1.32031958301411,0.346979903944097,3.80517594248579,0.000141703427453017,0.00144061377995013,"SNX13"
"SNX14",1778.4325750463,1.17345929450197,0.448958867626843,2.6137345291892,0.00895585935983713,0.0380140598495414,"SNX14"
"SNX15",335.200499969158,-1.42171206444638,0.5540297974613,-2.56612924243608,0.0102840501747999,0.0422007977845924,"SNX15"
"SNX17",729.956261910562,-1.08456854031648,0.34349315102588,-3.15746773138647,0.00159145849434335,0.00991425431452456,"SNX17"
"SNX18",1295.09117054408,0.658848406902488,0.257270342456591,2.56091860651856,0.0104395811142203,0.0426809120025503,"SNX18"
"SNX19",2387.05287038956,1.15621925015569,0.316291538044299,3.65554910923272,0.000256632072989044,0.00233865946221597,"SNX19"
"SNX2",2270.02825292504,0.960168248353319,0.339650423419481,2.82693081517957,0.00469964802750446,0.0229503507275071,"SNX2"
"SNX21",973.536169671134,-2.49402890504157,0.760827917673354,-3.27804599056831,0.00104528363562276,0.00710842783447555,"SNX21"
"SNX25",348.506134912621,1.1671123254103,0.354624754588378,3.2911191627471,0.000997896325036805,0.00683512704393983,"SNX25"
"SNX33",1546.58688394265,-1.10829414537712,0.414997879653198,-2.67060194693835,0.0075715375467098,0.0333632899765407,"SNX33"
"SNX5",1511.68878298583,1.18536950708488,0.293402967942124,4.04007333463207,5.34344907468739e-05,0.000655921895817777,"SNX5"
"SNX8",903.849308437549,-2.23742157651379,0.571924298998055,-3.91209392647505,9.14993092112279e-05,0.00101308916907905,"SNX8"
"SOAT2",17.891383505785,-5.26333115556224,1.46476996025542,-3.59328174278264,0.000326539178332682,0.00282712317706268,"SOAT2"
"SOBP",798.013356219548,-1.09801777654676,0.411884112132956,-2.66584154183717,0.00767958806024921,0.0337276005139447,"SOBP"
"SOCS7",498.563793840551,-1.07023943860602,0.358591722142433,-2.98456258892925,0.00283984096303523,0.0155687624311134,"SOCS7"
"SOD2",22378.175090099,1.11493170923811,0.348065052433184,3.20322796397992,0.00135896362081461,0.008763381512103,"SOD2"
"SOD3",485.479010109517,-3.28211529517299,0.718921606393734,-4.56533127671151,4.98706165779109e-06,9.15626357225566e-05,"SOD3"
"SOGA1",2149.38564208717,-1.45613914882444,0.330320500287244,-4.40826151437222,1.04203677762075e-05,0.000171005525176791,"SOGA1"
"SORBS3",1805.57531460447,-2.52945731734801,0.390614725693112,-6.47558105460491,9.44477693090188e-11,7.3276033939787e-09,"SORBS3"
"SORL1",3734.7026520363,2.15830818309205,0.696695743786151,3.09792072413542,0.00194883553041252,0.0116340813296094,"SORL1"
"SOS1",2029.56698591334,0.924586500314136,0.228000386119194,4.05519708124872,5.00920501008806e-05,0.000622684156459763,"SOS1"
"SOS2",1554.38316908759,1.0891342494994,0.292116525832263,3.72842394450767,0.0001926810407377,0.00184616399388227,"SOS2"
"SOST",37.5505268399865,-6.53335265077815,1.36792795925238,-4.77609409661371,1.78732783361558e-06,3.77516204178613e-05,"SOST"
"SOX11",53.8820378037564,-2.44728217629575,0.593815483525863,-4.12128387384693,3.76766827186134e-05,0.000489085531722938,"SOX11"
"SOX12",215.708785278781,-3.10578390902184,0.737880659527158,-4.20905991900107,2.56435384108916e-05,0.000355320717425134,"SOX12"
"SOX13",545.510397744825,-2.34335213362352,0.753969897022503,-3.10801816210122,0.00188346492989001,0.0113149765703757,"SOX13"
"SOX18",55.0010451513989,-2.1220538439932,0.84944948478668,-2.49815189955186,0.0124842686339992,0.0488469058660341,"SOX18"
"SOX8",158.058389707384,-3.96530850235366,0.887689691876316,-4.4669984777813,7.93246940593577e-06,0.000136703117964523,"SOX8"
"SP100",3562.71061914514,0.946250643926441,0.286957120624935,3.2975332407354,0.000975381285406822,0.00671087903717275,"SP100"
"SP110",1141.6385711943,0.952779881854038,0.336802532050467,2.82889762156323,0.00467086382411748,0.0228489582406964,"SP110"
"SP140",455.395421907489,2.87316454148612,0.705168441314894,4.07443721691327,4.61257543214971e-05,0.000580253258937748,"SP140"
"SP2",147.376335196764,-2.79702729156836,0.513682535834117,-5.44505038900446,5.17907224067152e-08,1.84074013202762e-06,"SP2"
"SP3",3247.18425248196,1.3876989454607,0.205301034672001,6.75933731984231,1.38624311430874e-11,1.34176220661175e-09,"SP3"
"SPACA6",465.552942697831,-3.43307733912868,0.472966619689998,-7.25860387648258,3.91105981229148e-13,5.19884143981865e-11,"SPACA6"
"SPACA9",153.318716806638,-2.41865421147209,0.723615523294965,-3.34245760850847,0.000830400380677434,0.00590630852981278,"SPACA9"
"SPAG5",25.7536013919,-2.23461898122103,0.656783674100496,-3.40236682082799,0.000668049059119679,0.00499071944165878,"SPAG5"
"SPAG7",303.115352763459,-1.63862584081348,0.409522066707826,-4.00131268624056,6.29920503981371e-05,0.000748063426377877,"SPAG7"
"SPATA13",1303.61869786611,0.904669422122526,0.3000686316125,3.01487502129443,0.00257085166573868,0.0144323103038264,"SPATA13"
"SPATA20P1",87.1010880414236,4.59642568430305,0.687752411662484,6.68325636720378,2.3369022600241e-11,2.11797700739184e-09,"SPATA20P1"
"SPATA2L",45.0358274169429,-1.72453962062096,0.555541220236858,-3.10425141789783,0.00190761152531328,0.0114359188825079,"SPATA2L"
"SPATS2",593.157163464625,1.05634132457609,0.309554505884239,3.41245662555828,0.000643801715031507,0.00485138412547741,"SPATS2"
"SPCS2",1079.3840701304,1.15837808054096,0.249866450672569,4.63598885493805,3.55235107144705e-06,6.92378572957799e-05,"SPCS2"
"SPCS3",3245.06767673929,2.14087185930465,0.464256706925538,4.6113967280779,3.99972352757303e-06,7.6316255900745e-05,"SPCS3"
"SPDL1",135.184493290871,1.34700763430958,0.417332877452738,3.22765760160396,0.00124808267673096,0.00818602647741403,"SPDL1"
"SPDYE10P",534.593252663705,-2.00998418034847,0.630845219762729,-3.18617644610901,0.0014416664314281,0.00917503574090163,"SPDYE10P"
"SPECC1",3092.2282074725,-1.11407550265967,0.381963003983005,-2.9167104956302,0.00353743941230164,0.0184401856209508,"SPECC1"
"SPECC1L-ADORA2A",116.976192968565,2.27028699222804,0.695082261968392,3.26621339148959,0.00108996080198287,0.00733965836904306,"SPECC1L-ADORA2A"
"SPEG",2099.39733074679,-4.70255715381829,0.481281492910817,-9.77090792620544,1.50100833671765e-22,1.87053782661332e-19,"SPEG"
"SPEGNB",9.84625939516051,-5.91999227333476,1.36961385300338,-4.32238054569396,1.54354657833092e-05,0.000234579079461434,"SPEGNB"
"SPG11",2399.8978940732,1.30193255965946,0.428943694950215,3.03520619369534,0.00240371292350627,0.0136896977954275,"SPG11"
"SPG7",8279.39702652595,-2.94205843597957,0.541560662821951,-5.43255564510383,5.55526220373149e-08,1.93986642872508e-06,"SPG7"
"SPHK2",99.1201140647137,-2.76331918817765,0.669497773939294,-4.12745089788485,3.66806722148684e-05,0.000478023479275988,"SPHK2"
"SPI1",704.758530929234,-0.918844631884873,0.34090598079497,-2.69530217610788,0.00703248226979137,0.031483043950582,"SPI1"
"SPICE1",485.28008760875,1.77695619375454,0.474950409072533,3.74135101225519,0.000183033671706755,0.00177281329366674,"SPICE1"
"SPOCK2",422.769886585188,1.53360623683187,0.560670660972833,2.73530673813192,0.00623221708012751,0.0285533493475787,"SPOCK2"
"SPON1",486.139707815735,2.71242508316315,0.580267401983499,4.67443987701428,2.94756967139022e-06,5.87128787990506e-05,"SPON1"
"SPOPL",1001.96282485797,1.39208121845787,0.255299271669418,5.45274261596974,4.95988334156272e-08,1.77231387002543e-06,"SPOPL"
"SPOUT1",370.716450226441,-1.87521672431033,0.549149560422533,-3.41476504664318,0.000638370512341828,0.00482321699340042,"SPOUT1"
"SPP1",532.589583011813,3.31436011032234,0.803950459717914,4.12259246855244,3.74632147011852e-05,0.000486631295066405,"SPP1"
"SPP2",803.044911699947,-1.39695194633539,0.421631198852335,-3.31320820218674,0.000922322929590827,0.00642115813306966,"SPP2"
"SPPL2B",367.245915138342,-1.59673375211167,0.380252969933784,-4.1991355186252,2.679359362089e-05,0.00036843962979788,"SPPL2B"
"SPRED2",604.284586527726,-1.20676049562398,0.427683956684269,-2.82161740407498,0.00477821441999637,0.0232429415272768,"SPRED2"
"SPRING1",819.787068711521,0.846923003027315,0.335478222191415,2.5245245354379,0.0115854917346799,0.0461360334926668,"SPRING1"
"SPRN",200.954595661145,-2.23946297151218,0.708836150508261,-3.15935208708869,0.00158120339953245,0.00988326475964815,"SPRN"
"SPRYD3",865.6012234789,-3.10626977048217,0.697171576391656,-4.45553128622837,8.36856900159877e-06,0.000142860357296984,"SPRYD3"
"SPSB2",43.2352828768641,-3.14808199091887,0.772826873099069,-4.07346341140406,4.63191311109521e-05,0.000582318508966755,"SPSB2"
"SPSB3",209.48870889363,-2.1158395492585,0.478052521653346,-4.42595625673275,9.60159812959308e-06,0.000160072128015014,"SPSB3"
"SPTAN1",11433.214493956,-1.0905805404594,0.244198669216034,-4.46595611663469,7.9711949258911e-06,0.000137158669980667,"SPTAN1"
"SPTBN1",35800.1304744341,-2.15145910893002,0.533850332291728,-4.03007917911032,5.57580677269019e-05,0.000678316114952226,"SPTBN1"
"SPTBN4",55.846713543748,-2.78241529755897,0.469721957658816,-5.92353679063049,3.15090195482466e-09,1.62340656530359e-07,"SPTBN4"
"SPTBN5",319.807370910972,-2.14831055360919,0.781437007795138,-2.74917943759887,0.0059744669900456,0.0275879799246223,"SPTBN5"
"SPTLC1",1290.84582069376,1.06336161432873,0.374041163650756,2.84289997376224,0.00447050982628615,0.0221328475195901,"SPTLC1"
"SQSTM1",2790.43665867711,-0.946990835777698,0.333817076764877,-2.83685557657887,0.00455602155544486,0.0224524255546256,"SQSTM1"
"SRBD1",700.636134170659,1.48351185082285,0.379501974169267,3.90910180130226,9.26399216287946e-05,0.00102278371946652,"SRBD1"
"SRC",496.246159077693,-0.905482615604484,0.265901248586441,-3.40533419988859,0.00066083127675593,0.00495286337476076,"SRC"
"SRCAP",1719.95993812076,-1.47686483356752,0.432415086301776,-3.41538692879192,0.000636914665982814,0.00481586709329971,"SRCAP"
"SRCIN1",67.2499966492466,-1.72391332753311,0.442314416343773,-3.89748392508478,9.7197271849573e-05,0.0010642594197741,"SRCIN1"
"SREK1",1930.67309155913,1.2692136289834,0.360009547329431,3.52549991631747,0.00042268431048023,0.00346684593445714,"SREK1"
"SRF",343.868756770096,-1.69587737730949,0.569394231742103,-2.9783887555742,0.00289768195905182,0.0158206135217783,"SRF"
"SRGN",2014.26506835285,3.26256492043891,0.291452486138092,11.1941571117464,4.35524419618314e-29,1.44732023379493e-25,"SRGN"
"SRP54",708.323056074406,1.18489637119532,0.333221986692555,3.55587691843564,0.000376720424382251,0.00315473689280038,"SRP54"
"SRP54-AS1",166.92887099293,-1.61258550711471,0.493314492339202,-3.26887924874888,0.00107974369987046,0.00728536340340721,"SRP54-AS1"
"SRPK1",665.568587847808,1.35277217236095,0.263184684055548,5.14001100487836,2.74722378206848e-07,7.6718340323058e-06,"SRPK1"
"SRPK3",62.2493921693653,-2.31121739370343,0.80506347422142,-2.87085114119556,0.00409368251117041,0.020727256371312,"SRPK3"
"SRPRB",604.303265226932,1.40525539645248,0.413021560163813,3.40237782234691,0.000668022164437826,0.00499071944165878,"SRPRB"
"SRRM3",43.8917638861346,-2.79302639497247,1.01399759631956,-2.75447042982166,0.00587872019513996,0.0272215053346251,"SRRM3"
"SRRM4",183.996546488521,-2.93818746278026,0.632706359832005,-4.64384057015075,3.41991504970923e-06,6.69182396233095e-05,"SRRM4"
"SRRT",637.111299754107,-3.03325255996728,0.53344283684901,-5.68618106840534,1.29911654581671e-08,5.62854026964033e-07,"SRRT"
"SRSF10",1241.68469800664,0.727014737850733,0.289856183212392,2.50819123398866,0.0121350972355262,0.0477430354733932,"SRSF10"
"SRSF11",2641.57608902916,1.24716358374646,0.3932425167537,3.17148713735753,0.00151660584267763,0.00956041855742941,"SRSF11"
"SRSF7",1029.37538259646,0.781453164256898,0.303217331896256,2.57720480346509,0.00996029164782623,0.0411493775976087,"SRSF7"
"SS18",1568.35176072657,1.29137672095367,0.338115130479453,3.81934023219393,0.000133809094301767,0.00137455926392732,"SS18"
"SSBP3",715.040758870616,-1.44082298295407,0.505278308857844,-2.85154331325044,0.00435075583963555,0.0217156108759965,"SSBP3"
"SSBP4",588.274309012577,-2.66506073147887,0.369121430461024,-7.22001084616049,5.19834279560658e-13,6.60189535042035e-11,"SSBP4"
"SSC5D",2556.14785179228,-4.07873296311602,0.666950990460002,-6.11549127515783,9.62599495233103e-10,5.66173195736072e-08,"SSC5D"
"SSH2",1905.99430213048,1.60563841773539,0.322408555754751,4.98013588372872,6.35396437242628e-07,1.54690715044942e-05,"SSH2"
"SSH3",199.528925602916,-2.28645851910448,0.693381009345659,-3.29754995923843,0.000975323218860903,0.00671087903717275,"SSH3"
"SSR1",2803.90301713377,0.958116201824682,0.369957350030747,2.58980177511017,0.00960312114704315,0.0401207790883226,"SSR1"
"ST3GAL1",1792.75778599298,1.34932289545657,0.420371111413675,3.20983735280691,0.00132810098782363,0.00860253025755139,"ST3GAL1"
"ST6GAL1",2720.92916794774,2.47283744667784,0.468181915330181,5.28178762508135,1.27929444303517e-07,3.93639689809848e-06,"ST6GAL1"
"ST6GALNAC3",78.0105989844021,2.82372430328692,0.653325107358134,4.32208141319607,1.54564130942983e-05,0.000234718522991023,"ST6GALNAC3"
"ST6GALNAC6",1171.5349463949,-2.76729104337935,0.650436980357644,-4.2545106243156,2.09506712634046e-05,0.00030161403200074,"ST6GALNAC6"
"ST7",378.465716692376,1.07002783709495,0.385430851652483,2.77618626663472,0.00550006883318697,0.0258280434443982,"ST7"
"ST8SIA4",1414.47464541075,1.85706013651548,0.412036253516118,4.50703092426511,6.5741055309084e-06,0.000116309751713206,"ST8SIA4"
"STAC2",131.732231371257,-2.10291821520738,0.65099907985956,-3.23029368284368,0.00123663120517341,0.00812160395255355,"STAC2"
"STAG1",2115.69778378138,0.696793904774182,0.274318137448524,2.54009418135881,0.0110822621501362,0.0445952018186813,"STAG1"
"STAG3L3",468.863428152784,-1.01016678114167,0.356781055316322,-2.83133525754626,0.00463541057716163,0.0227155015089906,"STAG3L3"
"STAG3L4",207.589185444397,1.74750710615314,0.635566356499209,2.74952739125251,0.00596812745218307,0.0275714766610469,"STAG3L4"
"STAM2",1115.40852737541,1.07165095051613,0.286479036070731,3.74076569516081,0.000183460490286428,0.00177573724068985,"STAM2"
"STAMBP",1072.64893936847,0.649955987616527,0.230270601680874,2.82257475714283,0.00476397138486444,0.0231793131876066,"STAMBP"
"STAMBPL1",324.374983992858,1.84809446500105,0.575725771159823,3.21002560173394,0.00132723150457972,0.00860253025755139,"STAMBPL1"
"STAP1",89.0907779730663,3.69212553862524,1.20016081884382,3.07635900177282,0.00209545381767771,0.0122968713183134,"STAP1"
"STARD3",384.222447887264,-1.08125719306481,0.387879308888674,-2.78761245646941,0.00530980216009617,0.0251128792154341,"STARD3"
"STARD3NL",438.087333906241,1.15337202969376,0.437117328854168,2.63858683598095,0.00832523758331465,0.0359222921821491,"STARD3NL"
"STARD4",283.887979877982,2.17796056439833,0.519323724203764,4.1938399169759,2.74271573732799e-05,0.000375339801555132,"STARD4"
"STARD5",271.437261981444,2.47861781836902,0.90806260644661,2.72956710338314,0.00634175410456561,0.0289620327739198,"STARD5"
"STARD7",1476.88549700666,0.746700551284166,0.263665480026068,2.83199966567615,0.00462578970344037,0.0227064551691033,"STARD7"
"STAT1",4027.30704630193,1.46355009621613,0.387819226783805,3.77379458041157,0.000160783165274263,0.00159319650826813,"STAT1"
"STAT4",204.467153921355,2.847608676215,0.512079676986285,5.56087031802137,2.68432612684884e-08,1.04422967541492e-06,"STAT4"
"STAT6",2460.78304771611,-0.716192102829464,0.225787316647876,-3.17197667903727,0.00151405164872615,0.00955175714012541,"STAT6"
"STAU2",851.874520693574,0.872368634115708,0.284292381115135,3.0685614250155,0.00215092105013167,0.0125322362022403,"STAU2"
"STBD1",182.036296553948,-1.97152721913982,0.479784492613233,-4.10919329301692,3.97043649647687e-05,0.00051174229672432,"STBD1"
"STEAP1",271.708850378239,1.99227431013772,0.618934339343741,3.21887829369774,0.00128693094603106,0.00839114327433397,"STEAP1"
"STIM2",642.160547560378,1.87576836486985,0.569815333634101,3.29188818578608,0.000995171697869161,0.00682349672758363,"STIM2"
"STK10",1433.2202554289,1.01254041053575,0.361397957490583,2.80173252103157,0.0050828997203001,0.024286589389663,"STK10"
"STK11",528.37660551614,-3.18681821905116,0.49270949291753,-6.46794564517265,9.9344216744371e-11,7.67761371188377e-09,"STK11"
"STK17A",827.214766503159,2.09844525497589,0.544384909012353,3.85470871847455,0.000115867498053622,0.00122626435440083,"STK17A"
"STK17B",2768.73343157775,2.27067742537084,0.527459812014111,4.30492972858015,1.67038749425883e-05,0.00024895091877253,"STK17B"
"STK19",84.436219105414,-1.62375511337495,0.59365671322249,-2.73517518998627,0.00623470839341829,0.0285582013913088,"STK19"
"STK25",926.899979319594,-1.02396059021571,0.31115017766945,-3.2908886566779,0.000998714345844797,0.00683838095528826,"STK25"
"STK26",249.436181047837,1.99544614886237,0.461277191878123,4.32591548855422,1.51899656431183e-05,0.000231554071068911,"STK26"
"STK39",542.412001972341,0.846871743824801,0.306575617240327,2.76235844013952,0.00573854403930258,0.0267410284666287,"STK39"
"STK4",2414.96947047992,1.47121147103455,0.317648581736714,4.6315694626774,3.62904199833619e-06,7.04077925596842e-05,"STK4"
"STMN1",213.98658375894,-1.47455935677064,0.438616208511939,-3.36184420036203,0.000774237948284888,0.00559128230744382,"STMN1"
"STMN3",500.579370051955,-2.11810959564345,0.552504434764047,-3.83365175439364,0.0001262548503842,0.00130773790223925,"STMN3"
"STN1",411.869422763909,1.2515425348658,0.278313942813977,4.49687328709336,6.8960057144338e-06,0.000121201460952292,"STN1"
"STRA6",211.998766544867,-3.23671910623374,0.819500453152909,-3.94962454722378,7.82738742844092e-05,0.00089030392433362,"STRA6"
"STRAP",851.514204681081,0.769411883319304,0.240213577240722,3.20303245202607,0.00135988656051183,0.0087664979405255,"STRAP"
"STRBP",603.939206899557,2.38578416958838,0.60264239184784,3.95887213024132,7.53045383484082e-05,0.000863425641247217,"STRBP"
"STRN4",602.839160389526,-1.61458349325374,0.468800503431898,-3.44407371885062,0.000573019441226244,0.00442160783227945,"STRN4"
"STT3B",2701.51182447285,1.91937653156487,0.337752475901141,5.68279041165833,1.32514626576339e-08,5.6944162485035e-07,"STT3B"
"STUM",276.942336729703,-3.36966232103912,0.564553215123701,-5.96872399407163,2.39116209382108e-09,1.28165002657792e-07,"STUM"
"STX10",271.994436462508,-1.90865043403536,0.592072066368801,-3.22367924861104,0.00126555065946188,0.00828463539848436,"STX10"
"STX11",349.235894616349,1.85182060146156,0.62845725290741,2.94661346160705,0.00321274529872482,0.0171280557516776,"STX11"
"STX17",1205.47137299179,1.05814681851764,0.259688523757343,4.07467685983068,4.60782839192853e-05,0.000580022034764286,"STX17"
"STX4",627.128147458677,-2.57870816845595,0.459249208393043,-5.61505196161164,1.96503185337216e-08,8.10928293341123e-07,"STX4"
"STX5",304.953284522275,-1.89565211982782,0.621389414198354,-3.05066690309389,0.00228333734266653,0.0131430321233915,"STX5"
"STX7",3220.16435444608,1.00495285448882,0.29138912940049,3.44883440420865,0.00056301185887902,0.00434943566609406,"STX7"
"STXBP5",1499.06324044785,1.60967493579298,0.477618537611799,3.3702103436808,0.000751108254013785,0.00546382614986533,"STXBP5"
"SUB1",1539.62698082031,1.33155547918075,0.302964172548693,4.39509222486279,1.10725734193193e-05,0.000178849319631488,"SUB1"
"SUCLG2",1161.73487293241,1.0525725484004,0.263435796868137,3.99555626423567,6.45425257999871e-05,0.000764654439647025,"SUCLG2"
"SUCNR1",188.19094879765,1.0935917154606,0.384692000468708,2.84277217651569,0.00447230265592199,0.0221328475195901,"SUCNR1"
"SUCO",1027.46113690226,1.65735449146505,0.25811777899324,6.42092341693539,1.35450162251228e-10,1.02300787315425e-08,"SUCO"
"SULT1A1",404.801971503925,-1.68617064408195,0.439824491999767,-3.83373521655279,0.000126211998294769,0.00130773790223925,"SULT1A1"
"SUMO1P3",6.7161252374555,5.63890934075297,1.66352611218867,3.3897329891227,0.000699607300435782,0.00516858268690589,"SUMO1P3"
"SUN2",2841.64442837116,-1.37629816102491,0.336378666720178,-4.0915144067974,4.28565316450758e-05,0.000545243884427988,"SUN2"
"SUPT20H",603.467583616588,1.18877063504337,0.372760194751874,3.18910294548664,0.00142715044234312,0.00910551065392372,"SUPT20H"
"SUPT20HL2",412.607275636562,-2.13158437520247,0.532389300156785,-4.00380769218076,6.23310395990591e-05,0.000741096361696863,"SUPT20HL2"
"SUPT5H",1215.03825278253,-2.41021566832314,0.435404353663796,-5.53558008329936,3.10199955277902e-08,1.17363888202772e-06,"SUPT5H"
"SUPT6H",2036.88077022618,-1.14856201182698,0.329126304297597,-3.48973022462661,0.000483508380739287,0.00386399743629685,"SUPT6H"
"SURF1",112.298014670461,-3.88880493893766,0.755926367754112,-5.14442292903667,2.68344387676313e-07,7.51477351949159e-06,"SURF1"
"SURF2",32.708187092174,-4.58404609168852,1.10523792205183,-4.14756497241645,3.36030125239735e-05,0.000444598849844398,"SURF2"
